entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
1852,1997,new concepts in stream ecology: proceedings of a symposium preface,6602853088,koetsier p,Koetsier,P.,P.,60001456,Boise State University,Boise,United States
1852,1997,new concepts in stream ecology: proceedings of a symposium preface,7201647118,mcarthur j,McArthur,J. V.,J.V.,60001456,Boise State University,Boise,United States
1853,1997,extrapolating from individual behavior to populations and communities in streams,7003396980,peckarsky b,Peckarsky,Barbara L.,B.L.,60007776,Cornell University,Ithaca,United States
1853,1997,extrapolating from individual behavior to populations and communities in streams,7403304797,cooper s,Cooper,Scott D.,S.D.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
1853,1997,extrapolating from individual behavior to populations and communities in streams,7202722683,mcintosh a,McIntosh,Angus R.,A.R.,60007776,Cornell University,Ithaca,United States
1854,1997,"wave velocity thresholds for fine sediment accumulation in lakes, and their effect on zoobenthic biomass and composition",7402620351,rasmussen j,Rasmussen,J. B.,J.B.,60002494,Université McGill,Montreal,Canada
1854,1997,"wave velocity thresholds for fine sediment accumulation in lakes, and their effect on zoobenthic biomass and composition",7005540488,rowan d,Rowan,D. J.,D.J.,60004298,Atomic Energy of Canada Limited - Chalk River Lab,Chalk River,Canada
1855,1997,spatial variation in the force required to initiate rock movement in 4 upland streams: implications for estimating disturbance frequencies,7003517440,downes b,Downes,Barbara J.,B.J.,60019578,Monash University,Melbourne,Australia
1855,1997,spatial variation in the force required to initiate rock movement in 4 upland streams: implications for estimating disturbance frequencies,6505866106,glaister a,Glaister,Alena,A.,60019578,Monash University,Melbourne,Australia
1855,1997,spatial variation in the force required to initiate rock movement in 4 upland streams: implications for estimating disturbance frequencies,7006595861,lake p,Lake,P. S.,P.S.,60019578,Monash University,Melbourne,Australia
1856,1997,"organic matter dynamics in the ogeechee river, a blackwater river in georgia, usa",7406102925,meyer j,Meyer,Judy L.,J.L.,60029747,University of Georgia,Athens,United States
1856,1997,"organic matter dynamics in the ogeechee river, a blackwater river in georgia, usa",7003889161,benke a,Benke,Arthur C.,A.C.,60025371,The University of Alabama,Tuscaloosa,United States
1856,1997,"organic matter dynamics in the ogeechee river, a blackwater river in georgia, usa",7403978568,edwards r,Edwards,Rick T.,R.T.,60015481,University of Washington,Seattle,United States
1856,1997,"organic matter dynamics in the ogeechee river, a blackwater river in georgia, usa",7402967143,wallace j,Wallace,J. Bruce,J.B.,60029747,University of Georgia,Athens,United States
1857,1997,"organic matter dynamics in white clay creek, pennsylvania, usa",7006164021,newbold j,Newbold,J. D.,J.D.,60010079,Academy of Natural Sciences Philadelphia,Philadelphia,United States
1857,1997,"organic matter dynamics in white clay creek, pennsylvania, usa",7006082364,bott t,Bott,T. L.,T.L.,60010079,Academy of Natural Sciences Philadelphia,Philadelphia,United States
1857,1997,"organic matter dynamics in white clay creek, pennsylvania, usa",7201381847,kaplan l,Kaplan,L. A.,L.A.,60010079,Academy of Natural Sciences Philadelphia,Philadelphia,United States
1857,1997,"organic matter dynamics in white clay creek, pennsylvania, usa",7006491614,sweeney b,Sweeney,B. W.,B.W.,60010079,Academy of Natural Sciences Philadelphia,Philadelphia,United States
1857,1997,"organic matter dynamics in white clay creek, pennsylvania, usa",6603301798,vannote r,Vannote,R. L.,R.L.,60010079,Academy of Natural Sciences Philadelphia,Philadelphia,United States
1858,1997,variability and adaptive behavior: implications for interactions between stream organisms,7102154244,abrams p,Abrams,Peter A.,P.A.,60020304,"University of Maryland, College Park",College Park,United States
1859,1997,genetic responses of isonychia bicolor (ephemeroptera:isonychiidae) to chronic mercury pollution,7202613481,snyder c,Snyder,C. D.,C.D.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1859,1997,genetic responses of isonychia bicolor (ephemeroptera:isonychiidae) to chronic mercury pollution,7005776364,hendricks a,Hendricks,A. C.,A.C.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,6603855960,valett h,Valett,H. M.,H.M.,60033021,The University of New Mexico,Albuquerque,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,7005573738,dahm c,Dahm,C. N.,C.N.,60033021,The University of New Mexico,Albuquerque,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,7006317706,campana m,Campana,M. E.,M.E.,60033021,The University of New Mexico,Albuquerque,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,7004160208,morrice j,Morrice,J. A.,J.A.,60033021,The University of New Mexico,Albuquerque,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,7403074430,baker m,Baker,M. A.,M.A.,60033021,The University of New Mexico,Albuquerque,United States
1860,1997,hydrologic influences on groundwater-surface water ecotones: heterogeneity in nutrient composition and retention,7005502405,fellows c,Fellows,C. S.,C.S.,60033021,The University of New Mexico,Albuquerque,United States
1861,1997,"organic matter dynamics in hugh white creek, coweeta hydrologic laboratory, north carolina, usa",7402197340,webster j,Webster,J. R.,J.R.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1861,1997,"organic matter dynamics in hugh white creek, coweeta hydrologic laboratory, north carolina, usa",7406102925,meyer j,Meyer,J. L.,J.L.,60029747,University of Georgia,Athens,United States
1861,1997,"organic matter dynamics in hugh white creek, coweeta hydrologic laboratory, north carolina, usa",7402967143,wallace j,Wallace,J. B.,J.B.,60029747,University of Georgia,Athens,United States
1861,1997,"organic matter dynamics in hugh white creek, coweeta hydrologic laboratory, north carolina, usa",6701499647,benfield e,Benfield,E. F.,E.F.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1862,1997,"distribution of runoff and rivers related to vegetative characteristics, latitude, and slope: a global perspective",7201837173,dodds w,Dodds,Walter K.,W.K.,60000689,Kansas State University,Manhattan,United States
1863,1997,"organic matter dynamics in bear brook, hubbard brook experimental forest, new hampshire, usa",7101618741,findlay s,Findlay,S.,S.,60017474,Institute of Ecosystem Studies,Millbrook,United States
1863,1997,"organic matter dynamics in bear brook, hubbard brook experimental forest, new hampshire, usa",7006663244,likens g,Likens,G. E.,G.E.,60017474,Institute of Ecosystem Studies,Millbrook,United States
1863,1997,"organic matter dynamics in bear brook, hubbard brook experimental forest, new hampshire, usa",7004411995,hedin l,Hedin,L.,L.,60007776,Cornell University,Ithaca,United States
1863,1997,"organic matter dynamics in bear brook, hubbard brook experimental forest, new hampshire, usa",7401755517,fisher s,Fisher,S. G.,S.G.,60003892,Arizona State University,Tempe,United States
1863,1997,"organic matter dynamics in bear brook, hubbard brook experimental forest, new hampshire, usa",7006465552,mcdowell w,Mcdowell,W. H.,W.H.,60027576,University of New Hampshire Durham,Durham,United States
1864,1997,comparison of litterfall input to streams,6701499647,benfield e,Benfield,E. F.,E.F.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1865,1997,"organic matter dynamics in buzzards branch, a blackwater stream in virginia, usa",6701590492,smock l,Smock,Leonard A.,L.A.,60002476,Virginia Commonwealth University,Richmond,United States
1866,1997,scales and causes of patchiness in stream invertebrate assemblages: top-down predator effects?,6701369392,crowl t,Crowl,Todd A.,T.A.,60031706,Utah State University,Logan,United States
1866,1997,scales and causes of patchiness in stream invertebrate assemblages: top-down predator effects?,7202535733,townsend c,Townsend,Colin R.,C.R.,60017311,University of Otago,Dunedin,New Zealand
1866,1997,scales and causes of patchiness in stream invertebrate assemblages: top-down predator effects?,6506488627,bouwes n,Bouwes,Nicolaas,N.,60031706,Utah State University,Logan,United States
1866,1997,scales and causes of patchiness in stream invertebrate assemblages: top-down predator effects?,7403742600,thomas h,Thomas,Heather,H.,60031706,Utah State University,Logan,United States
1867,1997,quantifying spatial heterogeneity in streams,7403304797,cooper s,Cooper,Scott D.,S.D.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
1867,1997,quantifying spatial heterogeneity in streams,6602541085,barmuta l,Barmuta,Leon,L.,60015356,University of Tasmania,Hobart,Australia
1867,1997,quantifying spatial heterogeneity in streams,6701398633,sarnelle o,Sarnelle,Orlando,O.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
1867,1997,quantifying spatial heterogeneity in streams,7005328477,kratz k,Kratz,Kim,K.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
1867,1997,quantifying spatial heterogeneity in streams,7101684514,diehl s,Diehl,Sebastian,S.,60029241,"University of California, Santa Barbara",Santa Barbara,United States
1868,1997,"organic matter dynamics in the west fork of walker branch, tennessee, usa",57209227744,mulholland p,Mulholland,P. J.,P.J.,60003029,ORNL Environmental Sciences Division,Oak Ridge,United States
1869,1997,developmental performance of the weevil euhrychiopsis lecontei on native and exotic watermilfoil host plants,7401856251,newman r,Newman,Raymond M.,R.M.,60029445,University of Minnesota Twin Cities,Minneapolis,United States
1869,1997,developmental performance of the weevil euhrychiopsis lecontei on native and exotic watermilfoil host plants,6602001241,borman m,Borman,Margaret E.,M.E.,60029445,University of Minnesota Twin Cities,Minneapolis,United States
1869,1997,developmental performance of the weevil euhrychiopsis lecontei on native and exotic watermilfoil host plants,7101787167,castro s,Castro,Sebastian W.,S.W.,60029445,University of Minnesota Twin Cities,Minneapolis,United States
1870,1997,benthic-pelagic links: responses of benthos to water-column nutrient enrichment,6506354039,blumenshine s,Blumenshine,S. C.,S.C.,60021508,University of Notre Dame,Notre Dame,United States
1870,1997,benthic-pelagic links: responses of benthos to water-column nutrient enrichment,6603646297,vadeboncoeur y,Vadeboncoeur,Y.,Y.,60021508,University of Notre Dame,Notre Dame,United States
1870,1997,benthic-pelagic links: responses of benthos to water-column nutrient enrichment,7101657153,lodge d,Lodge,D. M.,D.M.,60021508,University of Notre Dame,Notre Dame,United States
1870,1997,benthic-pelagic links: responses of benthos to water-column nutrient enrichment,57207605233,cottingham k,Cottingham,K. L.,K.L.,60032179,University of Wisconsin-Madison,Madison,United States
1870,1997,benthic-pelagic links: responses of benthos to water-column nutrient enrichment,7202603921,knight s,Knight,S. E.,S.E.,60032179,University of Wisconsin-Madison,Madison,United States
1871,1997,rapid assessment of australian rivers using macroinvertebrates: cost and efficiency of 6 methods of sample processing,6602123227,growns j,Growns,Jane E.,J.E.,60014018,The Murray-Darling Freshwater Research Centre,Wodonga,Australia
1871,1997,rapid assessment of australian rivers using macroinvertebrates: cost and efficiency of 6 methods of sample processing,7003538490,chessman b,Chessman,Bruce C.,B.C.,60098475,NSW Department of Land and Water Conservation,Sydney,Australia
